영역,교재,페이지,등급,등급명,사고사례,등급사유,상태,출처,md자수,pdf자수,구라벨
반도체개발,LM1903060113_23v2_반도체_설계_검증,102,1,미흡·없음,아니오,"안전 3건 [안전(2), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,551,553,102
반도체개발,LM1903060113_23v2_반도체_설계_검증,144,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,377,390,144
반도체개발,LM1903060114_23v2_반도체_펌웨어_개발,23,1,미흡·없음,아니오,"안전 5건 [안전(4), 유의 사항(1)], 조치 1건 [방지(1)]",resolved,text,487,512,24;145
반도체개발,LM1903060114_23v2_반도체_펌웨어_개발,24,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,669,673,24
반도체개발,LM1903060114_23v2_반도체_펌웨어_개발,47,2,형식적 언급,아니오,"안전 6건 [안전(5), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,473,503,48;145
반도체개발,LM1903060114_23v2_반도체_펌웨어_개발,70,2,형식적 언급,아니오,"안전 6건 [안전(5), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,434,460,71
반도체개발,LM1903060114_23v2_반도체_펌웨어_개발,94,2,형식적 언급,아니오,"안전 6건 [안전(5), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,431,461,95
반도체개발,LM1903060114_23v2_반도체_펌웨어_개발,124,2,형식적 언급,아니오,"안전 6건 [안전(5), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,472,497,125
반도체개발,LM1903060114_23v2_반도체_펌웨어_개발,144,1,미흡·없음,아니오,"안전 2건 [안전(2)], 구체적 조치 언급 없음",resolved,text,618,622,145
반도체개발,LM1903060114_23v2_반도체_펌웨어_개발,145,2,형식적 언급,아니오,"안전 6건 [안전(5), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,328,387,125;145
반도체개발,LM1903060114_23v2_반도체_펌웨어_개발,164,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,403,391,164
반도체개발,LM1903060115_23v7_메모리_반도체_제조_공정_개발,20,1,미흡·없음,아니오,"안전 1건 [진동(1)], 조치 1건 [방지(1)]",resolved,text,936,937,21
반도체개발,LM1903060115_23v7_메모리_반도체_제조_공정_개발,28,1,미흡·없음,아니오,"안전 2건 [주의(2)], 구체적 조치 언급 없음",resolved,text,642,641,28;55
반도체개발,LM1903060115_23v7_메모리_반도체_제조_공정_개발,54,1,미흡·없음,아니오,"안전 5건 [안전(2), 유의 사항(1), 사고(1), MSDS(1)], 조치 1건 [방지(1)]",resolved,text,348,386,54;55
반도체개발,LM1903060115_23v7_메모리_반도체_제조_공정_개발,59,1,미흡·없음,아니오,"안전 1건 [진동(1)], 구체적 조치 언급 없음",resolved,text,694,696,59
반도체개발,LM1903060115_23v7_메모리_반도체_제조_공정_개발,80,1,미흡·없음,아니오,"안전 3건 [폭발(2), 주의(1)], 조치 2건 [착용(2)]",resolved,text,816,813,80;81
반도체개발,LM1903060115_23v7_메모리_반도체_제조_공정_개발,81,1,미흡·없음,아니오,"안전 1건 [폭발(1)], 구체적 조치 언급 없음",resolved,text,584,586,81
반도체개발,LM1903060115_23v7_메모리_반도체_제조_공정_개발,83,1,미흡·없음,아니오,"안전 1건 [유해(1)], 구체적 조치 언급 없음",resolved,text,890,821,83
반도체개발,LM1903060115_23v7_메모리_반도체_제조_공정_개발,84,1,미흡·없음,아니오,"안전 1건 [진동(1)], 구체적 조치 언급 없음",resolved,text,795,802,85
반도체개발,LM1903060115_23v7_메모리_반도체_제조_공정_개발,87,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,382,439,87
반도체개발,LM1903060115_23v7_메모리_반도체_제조_공정_개발,90,2,형식적 언급,아니오,"안전 6건 [위험(1), 주의(1), MSDS(1), 폭발(1), 화재(1)], 구체적 조치 언급 없음",resolved,text,859,858,90;91
반도체개발,LM1903060115_23v7_메모리_반도체_제조_공정_개발,91,1,미흡·없음,아니오,"안전 2건 [유의 사항(1), MSDS(1)], 구체적 조치 언급 없음",resolved,text,896,891,93
반도체개발,LM1903060115_23v7_메모리_반도체_제조_공정_개발,92,1,미흡·없음,아니오,"안전 4건 [주의(1), MSDS(1), 폭발(1), 인화(1)], 구체적 조치 언급 없음",resolved,text,743,826,93
반도체개발,LM1903060115_23v7_메모리_반도체_제조_공정_개발,93,1,미흡·없음,아니오,"안전 2건 [유의 사항(1), MSDS(1)], 구체적 조치 언급 없음",resolved,text,963,892,93
반도체개발,LM1903060115_23v7_메모리_반도체_제조_공정_개발,95,2,형식적 언급,아니오,"안전 12건 [안전(7), MSDS(2), 주의(1), 유의 사항(1), 보건(1)], 조치 2건 [마스크(1), 안전장치(1)]",resolved,text,509,539,95;96
반도체개발,LM1903060115_23v7_메모리_반도체_제조_공정_개발,126,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,407,395,126
반도체개발,LM1903060116_23v7_시스템_반도체_제조_공정_개발,71,1,미흡·없음,아니오,"안전 4건 [안전(2), 유의 사항(1), 사고(1)], 조치 1건 [방지(1)]",resolved,text,493,532,71
반도체개발,LM1903060116_23v7_시스템_반도체_제조_공정_개발,114,1,미흡·없음,아니오,"안전 4건 [안전(2), 유의 사항(1), 사고(1)], 조치 1건 [방지(1)]",resolved,text,459,473,115
반도체개발,LM1903060116_23v7_시스템_반도체_제조_공정_개발,128,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,407,395,128
반도체개발,LM1903060117_23v7_반도체_제조_단위_공정_공정_개발,25,1,미흡·없음,아니오,"안전 4건 [안전(3), 유의 사항(1)], 조치 2건 [대처(1), 안전장치(1)]",resolved,text,459,473,25
반도체개발,LM1903060117_23v7_반도체_제조_단위_공정_공정_개발,46,1,미흡·없음,아니오,"안전 1건 [위험(1)], 구체적 조치 언급 없음",resolved,text,678,680,47
반도체개발,LM1903060117_23v7_반도체_제조_단위_공정_공정_개발,59,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,612,618,60
반도체개발,LM1903060117_23v7_반도체_제조_단위_공정_공정_개발,72,1,미흡·없음,아니오,"안전 3건 [안전(1), MSDS(1), 보건(1)], 조치 1건 [마스크(1)]",resolved,text,870,815,73
반도체개발,LM1903060117_23v7_반도체_제조_단위_공정_공정_개발,73,2,형식적 언급,아니오,"안전 7건 [안전(3), 보건(2), 위험(1), MSDS(1)], 조치 1건 [안전장치(1)]",resolved,text,754,768,74
반도체개발,LM1903060117_23v7_반도체_제조_단위_공정_공정_개발,74,3,구체적 대책,아니오,"안전 34건 [안전(6), 유해(4), 보건(4), 보호구(4), 위험(3)], 조치 7건 [예방(2), 대처(2), 방지(1), 착용(1), 응급조치(1)]",resolved,text,919,921,74;75
반도체개발,LM1903060117_23v7_반도체_제조_단위_공정_공정_개발,76,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,701,676,76
반도체개발,LM1903060117_23v7_반도체_제조_단위_공정_공정_개발,77,1,미흡·없음,아니오,"안전 1건 [진동(1)], 구체적 조치 언급 없음",resolved,text,715,682,77
반도체개발,LM1903060117_23v7_반도체_제조_단위_공정_공정_개발,83,2,형식적 언급,아니오,"안전 11건 [안전(6), MSDS(2), 주의(1), 유의 사항(1), 보건(1)], 조치 2건 [마스크(1), 안전장치(1)]",resolved,text,540,560,83;84
반도체개발,LM1903060117_23v7_반도체_제조_단위_공정_공정_개발,84,1,미흡·없음,아니오,"안전 3건 [안전(3)], 조치 3건 [착용(3)]",resolved,text,490,474,84
반도체개발,LM1903060117_23v7_반도체_제조_단위_공정_공정_개발,85,1,미흡·없음,아니오,"안전 2건 [안전(2)], 조치 2건 [착용(2)]",resolved,text,296,417,85
반도체개발,LM1903060117_23v7_반도체_제조_단위_공정_공정_개발,86,1,미흡·없음,아니오,"안전 2건 [안전(2)], 구체적 조치 언급 없음",resolved,text,797,748,86;87
반도체개발,LM1903060117_23v7_반도체_제조_단위_공정_공정_개발,87,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,559,561,87
반도체개발,LM1903060117_23v7_반도체_제조_단위_공정_공정_개발,88,1,미흡·없음,아니오,"안전 2건 [안전(2)], 조치 1건 [착용(1)]",resolved,text,678,680,88
반도체개발,LM1903060117_23v7_반도체_제조_단위_공정_공정_개발,89,1,미흡·없음,아니오,"안전 2건 [누출(2)], 구체적 조치 언급 없음",resolved,text,553,542,89;90
반도체개발,LM1903060117_23v7_반도체_제조_단위_공정_공정_개발,90,1,미흡·없음,아니오,"안전 2건 [누출(2)], 조치 5건 [방지(4), 예방(1)]",resolved,text,438,456,90
반도체개발,LM1903060117_23v7_반도체_제조_단위_공정_공정_개발,92,1,미흡·없음,아니오,"안전 3건 [누출(3)], 구체적 조치 언급 없음",resolved,text,546,548,92
반도체개발,LM1903060117_23v7_반도체_제조_단위_공정_공정_개발,93,1,미흡·없음,아니오,"안전 1건 [누출(1)], 구체적 조치 언급 없음",resolved,text,615,602,94
반도체개발,LM1903060117_23v7_반도체_제조_단위_공정_공정_개발,95,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,544,550,96
반도체개발,LM1903060117_23v7_반도체_제조_단위_공정_공정_개발,103,1,미흡·없음,아니오,"안전 4건 [안전(3), 유의 사항(1)], 조치 2건 [대처(1), 안전장치(1)]",resolved,text,494,508,103
반도체개발,LM1903060117_23v7_반도체_제조_단위_공정_공정_개발,104,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,464,459,104
반도체개발,LM1903060117_23v7_반도체_제조_단위_공정_공정_개발,106,1,미흡·없음,아니오,"안전 3건 [주의(2), 안전(1)], 조치 2건 [착용(2)]",resolved,text,654,656,106
반도체개발,LM1903060117_23v7_반도체_제조_단위_공정_공정_개발,107,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,529,531,107
반도체개발,LM1903060117_23v7_반도체_제조_단위_공정_공정_개발,122,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,406,394,122
반도체개발,LM1903060118_23v5_아날로그_회로_아키텍처_설계,20,1,미흡·없음,아니오,"안전 1건 [위험(1)], 구체적 조치 언급 없음",resolved,text,609,593,21
반도체개발,LM1903060118_23v5_아날로그_회로_아키텍처_설계,26,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,808,800,26
반도체개발,LM1903060118_23v5_아날로그_회로_아키텍처_설계,61,1,미흡·없음,아니오,"안전 3건 [위험(3)], 구체적 조치 언급 없음",resolved,text,833,835,61;62
반도체개발,LM1903060118_23v5_아날로그_회로_아키텍처_설계,62,2,형식적 언급,아니오,"안전 12건 [위험(12)], 구체적 조치 언급 없음",resolved,text,748,750,62;63
반도체개발,LM1903060118_23v5_아날로그_회로_아키텍처_설계,63,1,미흡·없음,아니오,"안전 2건 [위험(2)], 구체적 조치 언급 없음",resolved,text,802,804,63
반도체개발,LM1903060118_23v5_아날로그_회로_아키텍처_설계,68,1,미흡·없음,아니오,"안전 3건 [안전(1), 주의(1), 유의 사항(1)], 조치 4건 [방지(4)]",resolved,text,706,708,69
반도체개발,LM1903060118_23v5_아날로그_회로_아키텍처_설계,69,1,미흡·없음,아니오,"안전 2건 [진동(2)], 조치 1건 [방지(1)]",resolved,text,567,549,69
반도체개발,LM1903060118_23v5_아날로그_회로_아키텍처_설계,94,1,미흡·없음,아니오,"안전 1건 [진동(1)], 조치 2건 [방지(2)]",resolved,text,947,949,95
반도체개발,LM1903060118_23v5_아날로그_회로_아키텍처_설계,95,1,미흡·없음,아니오,"안전 2건 [유해(1), 방사선(1)], 조치 2건 [방지(1), 예방(1)]",resolved,text,798,800,95
반도체개발,LM1903060118_23v5_아날로그_회로_아키텍처_설계,98,1,미흡·없음,아니오,"안전 3건 [안전(2), 유의 사항(1)], 조치 1건 [방지(1)]",resolved,text,375,461,99
반도체개발,LM1903060118_23v5_아날로그_회로_아키텍처_설계,99,1,미흡·없음,아니오,"안전 2건 [안전(2)], 조치 4건 [방지(2), 대처(2)]",resolved,text,703,703,99
반도체개발,LM1903060118_23v5_아날로그_회로_아키텍처_설계,119,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,562,569,120
반도체개발,LM1903060118_23v5_아날로그_회로_아키텍처_설계,125,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,407,395,125
반도체개발,LM1903060119_23v5_아날로그_회로_소자_레벨_설계,26,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,418,420,64
반도체개발,LM1903060119_23v5_아날로그_회로_소자_레벨_설계,44,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,395,411,65
반도체개발,LM1903060119_23v5_아날로그_회로_소자_레벨_설계,70,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,443,411,70
반도체개발,LM1903060119_23v5_아날로그_회로_소자_레벨_설계,84,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,408,397,84
반도체개발,LM1903060120_23v5_아날로그_회로_시스템_설계,22,1,미흡·없음,아니오,"안전 4건 [안전(2), 주의(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,333,341,23
반도체개발,LM1903060120_23v5_아날로그_회로_시스템_설계,33,1,미흡·없음,아니오,"안전 1건 [안전(1)], 조치 1건 [방지(1)]",resolved,text,565,578,33
반도체개발,LM1903060120_23v5_아날로그_회로_시스템_설계,38,1,미흡·없음,아니오,"안전 4건 [안전(3), 유의 사항(1)], 조치 1건 [방지(1)]",resolved,text,384,386,38
반도체개발,LM1903060120_23v5_아날로그_회로_시스템_설계,39,1,미흡·없음,아니오,"안전 2건 [안전(2)], 구체적 조치 언급 없음",resolved,text,683,672,39
반도체개발,LM1903060120_23v5_아날로그_회로_시스템_설계,45,1,미흡·없음,아니오,"안전 1건 [누출(1)], 구체적 조치 언급 없음",resolved,text,850,743,45
반도체개발,LM1903060120_23v5_아날로그_회로_시스템_설계,49,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,183,177,50
반도체개발,LM1903060120_23v5_아날로그_회로_시스템_설계,50,1,미흡·없음,아니오,"안전 3건 [안전(2), 사고(1)], 구체적 조치 언급 없음",resolved,text,558,564,51
반도체개발,LM1903060120_23v5_아날로그_회로_시스템_설계,64,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,461,460,64
반도체개발,LM1903060120_23v5_아날로그_회로_시스템_설계,83,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,694,696,83
반도체개발,LM1903060120_23v5_아날로그_회로_시스템_설계,89,1,미흡·없음,아니오,"안전 3건 [안전(2), 유의 사항(1)], 조치 1건 [방지(1)]",resolved,text,302,303,90
